transaction_id,timestamp,user_id,amount,device_trust_score,velocity_1h,biometric_variance,hour_of_day,merchant_history_count,location_change,merchant_category,is_fraud,fraud_vector
tx_001300,2026-07-17 13:23:00,usr_1269,75.1686398064714,0.8163932662738348,5,0.03103785254672053,13,7,1,dining,0,None
tx_001301,2026-07-10 19:25:00,usr_0555,10.89277319972155,0.73299124728822,2,0.04790078970031743,19,7,0,dining,0,None
tx_001302,2026-06-14 11:40:00,usr_0242,60.23478035317417,0.7612832209734548,2,0.03809126469062854,11,5,0,dining,0,None
tx_001303,2026-07-04 11:57:00,usr_0849,9.88022783535782,0.8525739531866644,2,0.011636010055303882,11,10,0,subscription,0,None
tx_001304,2026-06-26 16:50:00,usr_0750,8.181782170813602,0.855511070263056,2,0.04904633227172724,16,5,0,dining,0,None
tx_001305,2026-06-01 05:04:00,usr_1286,30.629739395192814,0.850653014499631,2,0.04473816841181868,5,4,0,retail,0,None
tx_001306,2026-07-11 08:26:00,usr_1125,13.349143300264368,0.526940088954888,3,0.05212003792767399,8,8,0,retail,0,None
tx_001307,2026-05-30 17:50:00,usr_1327,18.795316782875755,0.6909420363992904,1,0.02887587499940699,17,8,0,dining,0,None
tx_001308,2026-07-04 09:59:00,usr_1132,8.184177427770926,0.7999636622111118,3,0.04865734771292894,9,8,0,grocery,0,None
tx_001309,2026-07-16 08:26:00,usr_0992,87.28257926663218,0.8157242145203888,0,0.015550585097615949,8,4,0,dining,0,None
tx_001310,2026-07-30 07:20:00,usr_0766,134.80979629786427,0.8411384020071876,0,0.04878737626423449,7,9,0,retail,0,None
tx_001311,2026-06-13 09:19:00,usr_1484,55.97934666537883,0.7894153794974388,2,0.04359890613297587,9,6,0,grocery,0,None
tx_001312,2026-06-24 09:17:00,usr_1450,12.98417566358643,0.8923152413659664,2,0.060876044798526915,9,12,0,retail,0,None
tx_001313,2026-06-06 11:14:00,usr_1284,40.00812732188909,0.9737500222945559,4,0.04340901995377683,11,5,0,subscription,0,None
tx_001314,2026-07-02 21:25:00,usr_1177,75.41043150366757,0.8640110792655291,3,0.055049564960258854,21,10,0,subscription,0,None
tx_001315,2026-05-31 16:58:00,usr_0886,39.12822533375272,0.626455656256637,2,0.04757817922748935,16,5,0,subscription,0,None
tx_001316,2026-07-28 16:19:00,usr_0394,237.11717193565994,0.7980882870032063,0,0.06113571193311126,16,8,0,subscription,0,None
tx_001317,2026-06-13 08:32:00,usr_1326,16.82286413445618,1.0,2,0.040819983201523455,8,4,0,dining,0,None
tx_001318,2026-07-17 09:58:00,usr_0014,29.65594145837303,0.6626995959806974,0,0.028384117537913256,9,10,0,dining,0,None
tx_001319,2026-08-14 20:34:00,usr_0342,227.85231110141797,0.8265109419487868,7,0.01341918593655266,0,4,0,grocery,1,Behavioral_Biometric_Mimicry
tx_001320,2026-07-04 15:43:00,usr_0626,163.3452986431966,0.8810523485237846,2,0.035553930342576985,15,15,0,subscription,0,None
tx_001321,2026-08-02 18:38:00,usr_0901,81.77924646346767,0.9630305850426404,3,0.038306786493850005,18,14,0,grocery,0,None
tx_001322,2026-08-19 11:25:00,usr_0866,17.84848211808946,0.846925930711145,3,0.058103119877267184,11,5,0,subscription,0,None
tx_001323,2026-07-20 15:21:00,usr_0261,42.40845176929614,0.6140948819885896,1,0.03396048350764709,15,9,0,grocery,0,None
tx_001324,2026-05-20 13:27:00,usr_0158,13.859125793354144,0.8461351663066863,2,0.028791231705824392,13,6,1,subscription,0,None
tx_001325,2026-05-28 09:37:00,usr_0336,75.697844609006,0.5596262169685721,3,0.04055881289387459,9,7,0,grocery,0,None
tx_001326,2026-05-20 18:12:00,usr_0536,9.125244128833039,1.0,1,0.01649526572680885,18,7,0,dining,0,None
tx_001327,2026-08-23 11:36:00,usr_0021,29.3692433547439,0.8646260397177268,2,0.037448835786973715,11,6,0,subscription,0,None
tx_001328,2026-08-10 13:51:00,usr_1071,17.54330321871038,0.712639927040184,2,0.03655292230079638,13,9,0,dining,0,None
tx_001329,2026-08-02 08:48:00,usr_0377,18.908810641076162,0.8076406031708743,0,0.03660581858131919,8,3,0,grocery,0,None
tx_001330,2026-06-13 16:40:00,usr_0541,25.782046466866746,0.7625249165653286,3,0.035955073199958075,16,5,0,subscription,0,None
tx_001331,2026-05-20 18:07:00,usr_0510,15.528661337096239,0.8901206521614874,1,0.0591606668282704,18,9,0,subscription,0,None
tx_001332,2026-07-16 12:53:00,usr_0791,13.786968011472178,0.5282269805350116,2,0.04179181409391992,12,5,0,dining,0,None
tx_001333,2026-06-28 22:14:00,usr_1300,18.226709222094907,0.9011981206453727,2,0.023551461584398754,22,6,1,subscription,0,None
tx_001334,2026-08-17 09:47:00,usr_0224,30.95684450652763,0.6234811738745218,3,0.03471048676022661,9,5,0,retail,0,None
tx_001335,2026-06-24 19:09:00,usr_0520,80.1339332547184,0.5380313417939774,1,0.01511635691245878,19,5,0,dining,0,None
tx_001336,2026-05-27 17:17:00,usr_1070,65.24032596604216,0.8033764417235189,1,0.05229262765981363,17,10,0,subscription,0,None
tx_001337,2026-06-21 20:32:00,usr_0073,32.9550690127983,0.6888581750967541,2,0.0562020972312791,20,10,0,dining,0,None
tx_001338,2026-06-21 17:20:00,usr_1263,36.49326942225509,0.6555674902539482,2,0.02396159761540959,17,8,0,retail,0,None
tx_001339,2026-07-08 13:15:00,usr_1453,32.591116845014994,0.9343045108541151,0,0.03163014657370091,13,8,0,grocery,0,None
tx_001340,2026-07-12 12:01:00,usr_0937,57.37389607811813,0.7847471973023622,1,0.023354650737346598,12,8,0,dining,0,None
tx_001341,2026-07-20 18:45:00,usr_1446,17.723047842876046,0.9009520124518575,2,0.04198501206332813,18,8,0,dining,0,None
tx_001342,2026-06-04 18:03:00,usr_0639,166.36880439149772,0.4292268832106283,6,0.0545506970073133,18,2,0,subscription,0,None
tx_001343,2026-06-22 15:17:00,usr_0643,77.31376894965935,0.769817905625606,1,0.04340412403661923,15,6,0,retail,0,None
tx_001344,2026-07-27 16:43:00,usr_0159,30.408801542462943,0.9134580206463365,4,0.03500105017795102,16,5,0,dining,0,None
tx_001345,2026-07-05 13:17:00,usr_0061,101.56264021725896,0.9359495314089532,3,0.05204120878311278,13,10,0,grocery,0,None
tx_001346,2026-08-14 09:27:00,usr_0373,442.72981620977345,0.5073659695587709,3,0.020630849184426443,9,7,0,subscription,0,None
tx_001347,2026-08-21 05:04:00,usr_0728,13.069979174252303,0.9225262196316992,1,0.028188574072842962,5,9,0,subscription,0,None
tx_001348,2026-08-12 16:18:00,usr_0783,30.879289894899035,0.6294059212878105,1,0.04923075457047801,16,7,0,retail,0,None
tx_001349,2026-05-31 16:45:00,usr_0329,203.73831262662586,0.8990089532613734,2,0.025192810164785,16,9,0,retail,0,None
tx_001350,2026-07-31 16:47:00,usr_0947,64.91511015495352,0.6868956304370273,1,0.020126453172203185,16,10,0,subscription,0,None
tx_001351,2026-05-21 14:20:00,usr_0266,5.286614761326427,0.8507976004947571,0,0.02471308513461084,14,13,0,dining,0,None
tx_001352,2026-07-23 11:08:00,usr_0497,13.33469571772303,0.6984268784654314,1,0.028333160224178835,11,8,0,dining,0,None
tx_001353,2026-07-16 09:26:00,usr_0294,12.178542265605667,0.8366729291283524,2,0.052051494836012915,9,9,0,grocery,0,None
tx_001354,2026-06-05 06:56:00,usr_1078,20.307330441260977,1.0,1,0.03450477925355234,6,7,0,subscription,0,None
tx_001355,2026-08-03 08:58:00,usr_0798,15.375572269362076,0.9679141103391902,1,0.02425082631854817,8,10,0,grocery,0,None
tx_001356,2026-05-27 15:04:00,usr_1134,1664.3657605784629,0.9411549496540227,1,0.005646648398731656,15,9,1,p2p_transfer,1,P2P_Social_Engineering
tx_001357,2026-06-21 17:08:00,usr_0092,69.49237291982563,0.6119034661015982,2,0.03902396945408887,17,9,0,retail,0,None
tx_001358,2026-08-19 20:53:00,usr_0659,63.537534641481905,0.9929235948285221,1,0.0436880177700223,20,9,0,dining,0,None
tx_001359,2026-05-22 06:37:00,usr_1459,43.55545883998977,0.9336608378637963,3,0.06083769430828778,6,10,0,grocery,0,None
tx_001360,2026-07-28 18:57:00,usr_0087,30.591366792306335,0.5522314251824503,5,0.0351752461355597,18,7,0,grocery,0,None
tx_001361,2026-08-02 15:15:00,usr_0649,172.2107512115308,0.7322698377626476,2,0.015763511157882912,23,6,0,dining,1,Behavioral_Biometric_Mimicry
tx_001362,2026-05-28 10:35:00,usr_0068,28.592361639407628,0.8264020452150689,1,0.038679176199516184,10,7,0,retail,0,None
tx_001363,2026-07-24 17:54:00,usr_0219,88.0653056326199,0.33741391012562816,2,0.028153507345705486,17,11,0,grocery,0,None
tx_001364,2026-06-14 23:30:00,usr_0706,62.80550045908271,0.7478260924806155,0,0.042782096584298976,23,9,0,subscription,0,None
tx_001365,2026-08-22 11:40:00,usr_0233,41.75034645430207,0.8600689788190168,1,0.0403438562401037,11,9,0,dining,0,None
tx_001366,2026-05-25 15:53:00,usr_0802,65.48174769769825,0.8134294170916878,3,0.052513336954344736,15,10,0,dining,0,None
tx_001367,2026-07-16 09:38:00,usr_1402,99.25685696287263,0.6037611747550699,7,0.041840191696459236,9,8,0,retail,0,None
tx_001368,2026-08-08 09:47:00,usr_0302,24.936121748084737,0.8508782441452011,5,0.015217219266506581,9,11,0,grocery,0,None
tx_001369,2026-05-19 08:13:00,usr_0160,20.478850000515802,0.713629208691797,1,0.042432492720237955,8,7,0,retail,0,None
tx_001370,2026-06-12 02:20:00,usr_1258,12.3267952474594,0.8738116132117337,4,0.023794991827606065,2,11,1,subscription,0,None
tx_001371,2026-06-07 17:24:00,usr_0705,93.13020037621166,0.8316654716260925,1,0.03280884901657454,17,16,0,subscription,0,None
tx_001372,2026-07-06 08:48:00,usr_1340,36.5903052511058,0.9227026131869762,1,0.029823756637847414,8,9,0,subscription,0,None
tx_001373,2026-06-18 16:22:00,usr_0464,58.081550502006394,0.6765086703588876,2,0.04172869895972892,16,11,0,retail,0,None
tx_001374,2026-07-27 19:12:00,usr_0971,13.516543588986003,0.8185365590564979,1,0.01346314109925803,19,9,0,subscription,0,None
tx_001375,2026-07-05 19:02:00,usr_1403,62.80448368751477,0.5498933199083063,1,0.03545223221125376,19,3,0,grocery,0,None
tx_001376,2026-07-18 10:38:00,usr_0255,54.84005005197559,0.700656606501271,6,0.05235300174538206,10,5,0,dining,0,None
tx_001377,2026-07-14 07:44:00,usr_1226,164.32455823163556,0.695115932021465,0,0.05283814138991184,7,6,0,retail,0,None
tx_001378,2026-08-25 12:12:00,usr_0978,18.71938023407074,0.5153091554642094,1,0.02981450288749421,12,6,0,grocery,0,None
tx_001379,2026-06-05 08:51:00,usr_1240,32.76252088744126,0.8664946934724752,3,0.03546302364847276,8,8,0,retail,0,None
tx_001380,2026-08-04 11:26:00,usr_0255,7.893770983094105,0.8226063902894842,2,0.022904678354518815,11,11,0,dining,0,None
tx_001381,2026-07-09 14:35:00,usr_0671,24.691195208911083,0.6667795573181562,1,0.0467645279990686,14,12,1,dining,0,None
tx_001382,2026-06-21 16:21:00,usr_0188,45.50896969626165,0.9254002213032622,2,0.004070945935490629,2,10,0,subscription,1,Behavioral_Biometric_Mimicry
tx_001383,2026-08-22 09:13:00,usr_1451,78.74411097308263,0.7847443595075929,5,0.041514774186939225,9,5,0,dining,0,None
tx_001384,2026-07-22 09:09:00,usr_0101,110.36630690090004,0.8232440571807994,0,0.032370004673815095,9,4,0,dining,0,None
tx_001385,2026-07-30 19:49:00,usr_0106,67.83791719260607,0.30977420955576696,2,0.017447309175934792,19,6,0,retail,0,None
tx_001386,2026-08-12 21:57:00,usr_1369,94.6977429303961,0.6634717363073199,4,0.03337118780875818,21,7,0,subscription,0,None
tx_001387,2026-06-05 16:59:00,usr_0458,17.3252308401547,0.4904034231110238,1,0.03579038571719627,16,7,0,retail,0,None
tx_001388,2026-07-02 14:04:00,usr_0920,52.694231083609786,0.8849317771804297,4,0.038814403001651135,14,6,0,grocery,0,None
tx_001389,2026-07-11 16:40:00,usr_0431,83.64106775726937,0.860053574030584,1,0.03013021456581339,16,2,0,subscription,0,None
tx_001390,2026-08-12 08:58:00,usr_1001,20.35924234870056,0.7338478484955648,2,0.04510685274670435,8,5,0,dining,0,None
tx_001391,2026-07-05 19:32:00,usr_0290,42.88183742002554,0.9897120339271155,3,0.026663564852196345,19,11,0,grocery,0,None
tx_001392,2026-07-30 09:36:00,usr_0704,11.415631154254706,0.8378078406882119,3,0.05097740849990032,9,9,0,subscription,0,None
tx_001393,2026-08-13 16:29:00,usr_0824,75.83426291463455,0.6512216653966105,3,0.04692007991829073,16,11,0,dining,0,None
tx_001394,2026-07-04 09:07:00,usr_0506,11.930097271016486,1.0,2,0.04664508319634739,9,5,0,dining,0,None
tx_001395,2026-06-18 17:44:00,usr_0383,94.35317473131113,0.8663130830176049,2,0.0544327916988087,17,6,0,subscription,0,None
tx_001396,2026-08-20 17:57:00,usr_0207,18.24939637961957,0.9170414417067908,3,0.04574569311557568,17,14,0,dining,0,None
tx_001397,2026-08-20 17:26:00,usr_1090,1188.3793586873544,0.8944491713782413,3,0.0449465655510262,17,8,0,p2p_transfer,1,P2P_Social_Engineering
tx_001398,2026-06-13 12:21:00,usr_0251,33.00331906471109,0.945825682920401,0,0.03864264804493658,12,8,0,dining,0,None
tx_001399,2026-08-05 15:35:00,usr_0441,9.116412036241636,0.8541788942920638,0,0.038498786256044575,15,3,0,retail,0,None
tx_001400,2026-08-10 15:04:00,usr_0513,51.216425819622245,0.7687189454724698,0,0.05225476094408289,15,10,0,grocery,0,None
tx_001401,2026-05-21 17:25:00,usr_0697,45.58189223173182,1.0,6,0.03383800238644009,17,6,0,grocery,0,None
tx_001402,2026-08-08 13:23:00,usr_1083,15.307933213169056,0.7630145147870534,3,0.05103258841950112,13,6,0,grocery,0,None
tx_001403,2026-06-18 13:15:00,usr_0663,218.48008903277326,0.839946336066034,3,0.015320444420495878,22,3,0,retail,1,Behavioral_Biometric_Mimicry
tx_001404,2026-06-05 16:16:00,usr_1320,76.25321120983676,0.842476322180054,2,0.03900892265930129,16,7,0,retail,0,None
tx_001405,2026-07-24 08:02:00,usr_1054,49.52912706917094,0.8357670762392422,3,0.041181854163588175,8,5,0,grocery,0,None
tx_001406,2026-07-10 16:15:00,usr_1274,28.371028275272067,0.985453313080478,2,0.04567942242965798,16,7,0,retail,0,None
tx_001407,2026-07-01 08:23:00,usr_1104,29.279272074514218,1.0,3,0.029335923211064124,8,5,0,dining,0,None
tx_001408,2026-08-05 17:19:00,usr_0223,8.063272906654024,0.7933676229140312,2,0.014195987589244903,17,9,0,dining,0,None
tx_001409,2026-07-27 11:38:00,usr_1473,14.420185366177241,0.9056481086662228,0,0.047305471496679206,11,7,0,retail,0,None
tx_001410,2026-05-21 18:52:00,usr_1201,34.60665225544872,0.9874335760138254,3,0.043507972183850704,18,8,0,subscription,0,None
tx_001411,2026-07-29 06:13:00,usr_0880,18.734435787748474,0.8190110597422335,3,0.02832932873616963,6,11,0,dining,0,None
tx_001412,2026-06-05 13:57:00,usr_0246,22.43260932805167,0.8516260327892264,2,0.03567240879259366,13,10,0,dining,0,None
tx_001413,2026-07-03 08:26:00,usr_0256,732.3829616059712,0.8653767881396954,4,0.036726499111962845,8,9,1,p2p_transfer,1,P2P_Social_Engineering
tx_001414,2026-06-22 19:14:00,usr_0949,6.564578342528755,0.693668457391931,8,0.047387773195589344,19,11,0,subscription,1,Agentic_Micro_Siphoning
tx_001415,2026-07-11 07:56:00,usr_0645,131.19279273039905,0.94169117295885,2,0.039928320166631164,7,10,0,grocery,0,None
tx_001416,2026-06-28 13:26:00,usr_1047,24.541136645596477,0.9005880835244484,6,0.040928354688132364,13,11,0,subscription,0,None
tx_001417,2026-07-02 07:49:00,usr_0575,31.99825095205432,0.4083624887124351,3,0.06652358064006629,7,3,0,retail,0,None
tx_001418,2026-07-08 18:26:00,usr_0793,5.372524592150534,0.9380284336289283,2,0.054841750867825736,18,9,0,subscription,0,None
tx_001419,2026-06-06 10:00:00,usr_0282,18.09322879102441,0.9598489587129253,0,0.04391581048463243,10,7,0,retail,0,None
tx_001420,2026-05-29 15:21:00,usr_0230,8.689949239890478,0.7280965129004807,12,0.04064886283626755,15,6,0,dining,1,Agentic_Micro_Siphoning
tx_001421,2026-07-31 08:22:00,usr_0123,160.8484183833694,0.8647023927174208,4,0.05020398503317386,8,10,0,subscription,0,None
tx_001422,2026-08-12 11:53:00,usr_1249,217.9824413634926,0.9583815336013274,2,0.03085536685643825,11,2,0,retail,0,None
tx_001423,2026-06-05 07:46:00,usr_0857,85.1800315430666,0.9362989050561757,4,0.024423146193281883,7,7,0,retail,0,None
tx_001424,2026-08-04 14:13:00,usr_1435,72.09360716269983,0.7902247889015034,2,0.04521048739627082,14,8,0,retail,0,None
tx_001425,2026-05-31 00:19:00,usr_1146,23.595287042079953,0.8866388284019014,3,0.046166724684343144,0,12,0,grocery,0,None
tx_001426,2026-08-15 23:20:00,usr_1168,84.83615395042106,0.8812554578609478,2,0.038735836545878616,23,8,0,subscription,0,None
tx_001427,2026-08-16 12:24:00,usr_0784,27.959097692082036,0.5363382768596213,1,0.007769201771165822,12,9,0,subscription,0,None
tx_001428,2026-08-07 15:31:00,usr_1244,22.722260475864626,0.9610051193753285,3,0.04117685116639113,15,8,0,grocery,0,None
tx_001429,2026-08-24 10:16:00,usr_1427,75.71646541351761,0.7224873193321086,2,0.028790903693022025,10,7,0,grocery,0,None
tx_001430,2026-06-12 09:01:00,usr_1115,61.55620072475575,0.9188843217882869,1,0.053177091693273164,9,9,0,subscription,0,None
tx_001431,2026-07-17 19:55:00,usr_0158,76.28249732219581,0.8454456340368386,4,0.031016215882383825,19,10,0,dining,0,None
tx_001432,2026-05-23 17:01:00,usr_1008,46.45213617589322,1.0,3,0.019974160684944873,17,7,0,dining,0,None
tx_001433,2026-07-20 16:24:00,usr_0178,167.2969859986103,0.9001540267103193,1,0.03324321702113563,16,4,0,retail,0,None
tx_001434,2026-06-16 17:47:00,usr_0123,50.669160686290354,0.9004022609637892,1,0.031139857092069893,17,9,0,dining,0,None
tx_001435,2026-06-18 08:44:00,usr_1072,31.160550342900038,0.9255011288380529,2,0.05586789411883274,8,6,0,retail,0,None
tx_001436,2026-07-24 20:01:00,usr_1269,37.49345111026718,0.8223822169949889,4,0.03285722102748946,20,11,0,grocery,0,None
tx_001437,2026-05-28 13:40:00,usr_0236,91.34870589219345,0.8073695871464855,4,0.04624955376841257,13,8,0,subscription,0,None
tx_001438,2026-07-17 19:37:00,usr_0120,94.61118657927332,0.7443097289171912,4,0.048825350375298025,19,11,0,subscription,0,None
tx_001439,2026-07-01 17:53:00,usr_1348,75.19721669252317,0.8014489394554266,3,0.06197001855771947,17,12,0,dining,0,None
tx_001440,2026-07-17 10:07:00,usr_0192,148.41351027102382,0.8305700684621427,6,0.005327043042484665,10,7,0,grocery,0,None
tx_001441,2026-07-13 14:50:00,usr_0060,64.75450163479401,0.8386673572901335,1,0.03411751706545992,14,5,0,dining,0,None
tx_001442,2026-08-20 21:33:00,usr_1114,14.730451854846049,0.7397132033483301,1,0.047438929311029956,21,8,0,grocery,0,None
tx_001443,2026-07-25 03:39:00,usr_1283,42.51365510945574,0.5186522020001612,0,0.024414709904060587,3,9,0,dining,0,None
tx_001444,2026-05-23 12:05:00,usr_0795,66.17532202827293,0.9324232423349997,2,0.041645103537644244,12,5,0,grocery,0,None
tx_001445,2026-06-03 15:24:00,usr_0830,8.042600271716575,0.6922772985789704,1,0.04256264395658024,15,5,0,dining,0,None
tx_001446,2026-05-29 11:42:00,usr_0513,4.7502510015673955,0.6159662363067533,4,0.04091539314567588,11,11,0,retail,0,None
tx_001447,2026-06-15 10:25:00,usr_0360,15.765844271108769,0.9923623809626726,1,0.04570709884540182,10,6,0,retail,0,None
tx_001448,2026-06-21 17:56:00,usr_1155,61.076458330401685,0.867379020092181,3,0.07604671951857878,17,6,0,subscription,0,None
tx_001449,2026-05-28 20:39:00,usr_1285,23.20994840468375,0.7926881239547142,0,0.03472197777075895,20,12,0,grocery,0,None
tx_001450,2026-07-03 14:21:00,usr_0488,55.085282803174344,0.8085050676197861,1,0.04547166257342727,14,4,0,subscription,0,None
tx_001451,2026-05-26 21:43:00,usr_0418,18.33446704776878,0.7843941247788908,4,0.04930904455690789,21,6,0,subscription,0,None
tx_001452,2026-07-15 07:47:00,usr_0406,18.972809392297762,0.9149212109207444,2,0.048961904503422894,7,12,0,subscription,0,None
tx_001453,2026-06-27 09:47:00,usr_0082,156.87572303842722,1.0,2,0.046288858443231336,9,5,0,dining,0,None
tx_001454,2026-07-09 06:27:00,usr_0425,39.48371678606351,0.9032574452406149,0,0.04342132543679086,6,8,0,grocery,0,None
tx_001455,2026-08-24 12:45:00,usr_0043,34.54194115712094,0.6080912080279159,3,0.03963585241375471,12,20,0,subscription,0,None
tx_001456,2026-08-06 15:56:00,usr_1205,41.798317101203416,0.6906628961178127,3,0.008845230304362715,15,8,0,dining,0,None
tx_001457,2026-05-25 09:41:00,usr_0389,83.32835752539322,0.8302394001101407,1,0.028968048631333156,9,5,0,dining,0,None
tx_001458,2026-06-27 12:12:00,usr_1068,116.5018452944598,0.8408859338687805,3,0.04220321104438162,12,13,0,retail,0,None
tx_001459,2026-08-21 16:32:00,usr_0837,105.27474573574656,0.9070151754835754,2,0.0005,16,6,0,subscription,0,None
tx_001460,2026-05-21 16:38:00,usr_1273,184.35139194062972,0.9908458241681936,4,0.04167777899992781,16,5,0,grocery,0,None
tx_001461,2026-05-25 15:53:00,usr_1451,90.86150618868298,0.452059268930175,4,0.03873450631255529,15,10,0,dining,0,None
tx_001462,2026-06-15 15:29:00,usr_0567,151.92044563572034,0.5771103036922072,4,0.033884523446552205,15,6,0,dining,0,None
tx_001463,2026-07-28 23:14:00,usr_0137,39.10230820955864,0.8131099913876065,0,0.02902913652739369,23,14,0,subscription,0,None
tx_001464,2026-07-27 17:55:00,usr_1146,281.696485224032,0.9093901777919775,3,0.0370825402171731,17,7,0,subscription,0,None
tx_001465,2026-05-31 20:43:00,usr_0033,9.299914885748969,0.777221678736588,1,0.051031770947073195,20,9,0,subscription,0,None
tx_001466,2026-08-19 21:37:00,usr_0338,9.304934333790976,0.8083502626153213,2,0.027072448711737213,21,8,0,dining,0,None
tx_001467,2026-08-02 19:57:00,usr_0087,48.15779329801707,0.7346776790098462,1,0.051003820126517566,19,7,0,retail,0,None
tx_001468,2026-08-09 07:59:00,usr_1369,64.29254169823747,0.6646679335490399,4,0.04070331455604449,7,9,0,dining,0,None
tx_001469,2026-06-15 14:20:00,usr_0007,25.52890959371166,0.8515332315178759,3,0.04426876599539316,14,9,0,retail,0,None
tx_001470,2026-07-18 11:03:00,usr_0756,60.637935873774815,0.8467634776766712,3,0.03159200959563904,11,7,0,subscription,0,None
tx_001471,2026-05-26 07:54:00,usr_0658,35.03440723398653,0.7046788932155701,7,0.032256597581717686,7,12,0,retail,1,Label_Noise
tx_001472,2026-06-06 14:32:00,usr_1010,11.787116194575741,0.8309800395440271,3,0.023043168629013535,14,10,0,subscription,0,None
tx_001473,2026-05-19 09:47:00,usr_0436,24.808593731849765,0.7219663921801999,1,0.029981128133007653,9,8,0,grocery,0,None
tx_001474,2026-07-27 15:25:00,usr_1324,51.155885740448205,0.7066030561998125,4,0.022679511541679506,15,3,0,grocery,0,None
tx_001475,2026-07-09 18:52:00,usr_1132,23.28133074608459,0.626640085153556,1,0.032437088538976436,18,10,0,grocery,0,None
tx_001476,2026-06-21 11:35:00,usr_0669,37.492523221032194,0.9040697906975772,3,0.03951610566510472,11,5,0,retail,0,None
tx_001477,2026-05-20 21:48:00,usr_0550,80.52621810178668,1.0,6,0.05320552759857609,21,5,0,grocery,0,None
tx_001478,2026-07-22 17:22:00,usr_1245,53.97239989162579,0.8467795926472969,2,0.0376989306281147,17,6,0,dining,0,None
tx_001479,2026-07-24 18:52:00,usr_1155,74.22820032951651,0.9164499225661189,5,0.05334202787690084,18,7,0,grocery,0,None
tx_001480,2026-06-24 07:38:00,usr_0619,20.540280524992735,0.7936883916135665,2,0.037361274011635845,7,10,0,subscription,0,None
tx_001481,2026-06-20 21:26:00,usr_0520,27.195843652498937,0.5860850408414481,1,0.02424290787573722,21,8,0,retail,0,None
tx_001482,2026-08-07 03:43:00,usr_0065,29.905812274873092,0.6654475781683916,3,0.04784127449087343,3,8,0,subscription,0,None
tx_001483,2026-07-11 18:11:00,usr_0127,39.967660725482816,0.5621968845642763,1,0.06391298450437179,18,6,0,subscription,0,None
tx_001484,2026-07-19 02:51:00,usr_0087,21.40864011171356,0.7711375972780998,2,0.05550026380261948,2,9,0,subscription,0,None
tx_001485,2026-07-14 08:28:00,usr_0040,108.20613267410852,0.8896606010401753,2,0.039641661329458115,8,15,0,grocery,0,None
tx_001486,2026-08-11 10:47:00,usr_0228,51.750866266911046,0.7106459021963025,3,0.06067370986279562,10,4,0,dining,0,None
tx_001487,2026-06-22 17:36:00,usr_1297,107.47432788936321,0.9292512729751716,3,0.026532992043084305,17,5,0,dining,0,None
tx_001488,2026-08-07 20:12:00,usr_1225,53.410032620224975,0.8056164454592198,6,0.025561989305125793,20,6,0,grocery,0,None
tx_001489,2026-08-23 16:42:00,usr_1282,130.63670710912763,0.9037908416537133,0,0.03430916022202745,16,13,0,subscription,0,None
tx_001490,2026-07-07 17:12:00,usr_0964,75.5718353850497,0.8078314776456834,5,0.041754491758005136,17,8,0,subscription,0,None
tx_001491,2026-08-22 10:00:00,usr_0965,10.781643176815312,0.8386198161958195,0,0.03832841153012527,10,7,0,retail,0,None
tx_001492,2026-06-20 22:37:00,usr_0184,36.91983125599139,0.7808095308778312,1,0.022811852356057948,22,9,0,subscription,0,None
tx_001493,2026-06-27 12:57:00,usr_1080,30.48523487602629,0.9124480407559267,3,0.028122055766237386,12,13,0,retail,0,None
tx_001494,2026-06-30 20:06:00,usr_0425,67.67701115842556,0.9682224660826118,3,0.05241640436475681,20,10,0,subscription,0,None
tx_001495,2026-08-16 18:01:00,usr_0804,42.16525803879456,0.9304391593940743,1,0.020205913585290655,18,8,0,dining,0,None
tx_001496,2026-08-13 11:13:00,usr_1445,35.411456135308725,0.8397056958789528,2,0.015190065562164665,11,5,0,grocery,0,None
tx_001497,2026-06-20 11:58:00,usr_1319,4.110959146857396,0.8814857516813914,8,0.055254803247369824,11,11,0,dining,1,Agentic_Micro_Siphoning
tx_001498,2026-08-22 16:35:00,usr_0350,61.40618098679409,0.8291827171146249,2,0.043622000242477366,16,8,0,subscription,0,None
tx_001499,2026-08-14 21:08:00,usr_1134,32.63163418919157,0.9427952476060558,8,0.049336050108337234,21,12,0,retail,0,None
tx_001500,2026-06-10 16:37:00,usr_0158,65.00120878500707,0.6291219964853764,3,0.022032625180835482,16,9,0,dining,0,None
tx_001501,2026-08-09 19:36:00,usr_0044,57.2408882348535,0.8930338428006528,3,0.038378914067473756,19,11,0,retail,0,None
tx_001502,2026-07-07 21:15:00,usr_0048,9.274554120086274,0.8555499441182864,4,0.054822624166602094,21,2,0,subscription,0,None
tx_001503,2026-08-16 10:26:00,usr_0255,113.26078842233491,0.7703839360563963,5,0.02929426305281998,10,6,0,subscription,0,None
tx_001504,2026-08-02 14:25:00,usr_1074,351.2471301023962,0.9216200963189733,1,0.0424946389634059,14,8,0,dining,0,None
tx_001505,2026-05-30 15:11:00,usr_0558,11.655566258906108,0.46822212463171475,2,0.04370528927278785,15,13,0,dining,0,None
tx_001506,2026-06-11 09:07:00,usr_0023,29.832410642152944,0.7844474820027261,4,0.02951093683811569,9,8,0,grocery,0,None
tx_001507,2026-08-07 18:03:00,usr_1484,42.54673878466808,0.9627682926514287,3,0.04060026952448404,18,8,0,subscription,0,None
